item_id,sales_share
FOODS_3_120_CA_3,0.0025957432
FOODS_3_120_CA_1,0.0018094969
FOODS_3_090_CA_3,0.0017564667
HOBBIES_1_354_TX_3,0.0015135746
FOODS_3_586_TX_2,0.0014706247
FOODS_3_120_WI_3,0.001268013
HOBBIES_1_158_TX_3,0.0011402648
FOODS_3_586_TX_3,0.0010944805
FOODS_3_586_CA_3,0.0010539225
FOODS_3_202_CA_3,0.0010335359
FOODS_1_096_WI_2,0.0009631505
FOODS_3_134_WI_2,0.0009238106
FOODS_1_108_CA_3,0.0008987644
FOODS_3_090_CA_1,0.0008985813
FOODS_3_202_TX_2,0.0008656672
FOODS_2_244_CA_3,0.00086101354
FOODS_3_090_TX_2,0.00085090776
FOODS_3_202_TX_3,0.00084683415
HOUSEHOLD_1_535_CA_3,0.0008423536
FOODS_3_586_TX_1,0.00083801494
FOODS_3_252_TX_2,0.0008377462
FOODS_3_090_WI_3,0.0008366772
FOODS_1_046_TX_2,0.0008134686
FOODS_3_090_TX_3,0.00081193296
FOODS_1_218_TX_2,0.00078547763
FOODS_3_226_WI_3,0.00078485586
FOODS_3_202_TX_1,0.00076879596
FOODS_1_018_CA_1,0.0007660468
HOBBIES_1_354_TX_2,0.0007610365
FOODS_1_067_CA_3,0.0007410583
FOODS_3_555_TX_2,0.00071998604
HOUSEHOLD_1_272_CA_3,0.00071804377
FOODS_1_018_WI_2,0.00070146593
FOODS_3_444_TX_2,0.000683666
FOODS_1_099_CA_1,0.00067812984
FOODS_1_012_CA_2,0.0006753649
FOODS_3_586_CA_1,0.00067428715
FOODS_1_096_TX_3,0.0006709259
FOODS_3_444_WI_2,0.0006691199
FOODS_3_694_WI_3,0.0006651883
FOODS_1_018_CA_3,0.0006608153
FOODS_1_018_TX_2,0.00065845007
FOODS_3_090_TX_1,0.0006575521
FOODS_3_587_CA_3,0.0006559923
FOODS_3_226_WI_1,0.00064167223
FOODS_2_164_WI_2,0.00063858286
FOODS_3_202_CA_1,0.0006382106
HOUSEHOLD_1_053_CA_3,0.0006296698
FOODS_1_018_CA_2,0.0006264007
FOODS_3_202_WI_3,0.00062001654
HOUSEHOLD_1_494_CA_3,0.00061914773
FOODS_3_607_CA_3,0.0006170084
FOODS_3_282_CA_3,0.00061391044
FOODS_3_252_CA_3,0.0006062093
FOODS_3_586_WI_3,0.00060421706
FOODS_3_252_TX_3,0.0005980288
FOODS_1_046_WI_2,0.0005951803
HOUSEHOLD_1_110_WI_2,0.00059302634
FOODS_1_170_CA_3,0.0005887598
FOODS_3_226_WI_2,0.0005878712
HOUSEHOLD_1_072_CA_3,0.00058362103
FOODS_1_018_WI_3,0.0005804105
FOODS_3_252_CA_1,0.0005800168
FOODS_3_120_WI_2,0.0005767974
FOODS_3_377_TX_3,0.0005757969
FOODS_1_067_CA_2,0.00057018496
FOODS_3_444_TX_3,0.0005692839
FOODS_3_587_TX_2,0.00056452816
FOODS_1_018_WI_1,0.0005378704
FOODS_3_555_TX_3,0.00053376233
FOODS_3_444_TX_1,0.00053172075
FOODS_3_587_TX_1,0.0005249878
HOUSEHOLD_1_110_CA_3,0.0005246543
FOODS_1_046_WI_1,0.00052400294
FOODS_3_587_CA_1,0.0005174366
HOUSEHOLD_1_072_WI_2,0.00051274704
HOUSEHOLD_1_427_WI_2,0.0005119464
FOODS_2_244_CA_1,0.0005112365
FOODS_1_046_CA_1,0.00050960016
FOODS_1_184_WI_2,0.0005066329
HOBBIES_1_147_CA_3,0.00050070183
FOODS_3_764_CA_3,0.0005003662
FOODS_2_276_CA_3,0.0005002992
FOODS_3_586_CA_2,0.0004974408
FOODS_3_444_CA_3,0.0004950537
FOODS_3_499_CA_3,0.0004930305
FOODS_3_555_TX_1,0.00048865884
FOODS_3_120_TX_3,0.0004882212
HOBBIES_1_158_TX_2,0.00048787254
HOBBIES_1_147_CA_4,0.0004819669
FOODS_3_694_WI_2,0.0004802643
FOODS_1_218_CA_2,0.0004775371
FOODS_1_108_CA_2,0.00047464122
HOBBIES_1_354_CA_3,0.0004697549
FOODS_3_329_CA_3,0.00046969444
FOODS_1_082_WI_2,0.00046905936
FOODS_1_012_TX_2,0.0004683167
FOODS_3_362_CA_3,0.00046813273
FOODS_3_555_CA_3,0.00046225515
FOODS_3_377_TX_2,0.00045836478
FOODS_3_511_CA_1,0.00045760637
FOODS_1_086_CA_1,0.00045655694
FOODS_1_218_WI_2,0.00045639396
FOODS_3_574_TX_2,0.00045518245
HOBBIES_1_147_CA_1,0.00045474464
FOODS_3_587_TX_3,0.00045348084
FOODS_3_587_WI_3,0.0004494048
HOUSEHOLD_1_413_CA_3,0.00044177345
FOODS_3_607_TX_2,0.00044028257
FOODS_3_099_TX_2,0.00043845072
HOBBIES_1_354_CA_1,0.00043799565
FOODS_2_016_WI_2,0.00043713488
FOODS_1_018_CA_4,0.00043618292
FOODS_2_164_WI_3,0.00043302384
FOODS_1_184_CA_3,0.00043298633
FOODS_1_099_CA_4,0.00043264573
FOODS_3_252_CA_2,0.00043218432
FOODS_3_134_WI_3,0.00043191054
HOUSEHOLD_1_040_CA_3,0.00043134874
FOODS_3_282_CA_1,0.0004299829
HOUSEHOLD_1_032_CA_1,0.00042508356
FOODS_1_218_TX_3,0.0004247585
HOUSEHOLD_1_032_WI_3,0.00042418967
HOBBIES_1_236_CA_1,0.00042316812
HOUSEHOLD_1_366_WI_2,0.0004200738
FOODS_2_164_CA_3,0.00041312972
HOUSEHOLD_1_072_WI_3,0.00041254918
FOODS_3_587_WI_2,0.00041116163
FOODS_1_046_CA_3,0.00041114367
FOODS_3_455_CA_3,0.0004095491
FOODS_3_120_CA_4,0.00040657335
FOODS_3_099_CA_1,0.0004029339
HOUSEHOLD_1_469_CA_3,0.00040253278
FOODS_3_090_CA_2,0.00040179005
FOODS_3_476_CA_3,0.00040166746
FOODS_3_555_WI_3,0.00040165114
FOODS_3_444_CA_1,0.0003989119
HOUSEHOLD_1_535_CA_1,0.00039760745
FOODS_3_469_CA_3,0.00039605575
FOODS_3_785_CA_1,0.00039419543
FOODS_3_252_TX_1,0.00039362838
FOODS_3_714_CA_3,0.00039356953
FOODS_1_046_TX_3,0.00039354697
FOODS_3_202_CA_4,0.00039340247
FOODS_1_004_CA_1,0.00039310005
HOUSEHOLD_1_140_CA_3,0.00039262188
FOODS_1_004_CA_3,0.0003921818
FOODS_3_546_CA_1,0.00039213724
FOODS_3_541_CA_3,0.00039129276
FOODS_1_096_WI_3,0.00038958905
FOODS_3_083_CA_3,0.00038926213
FOODS_1_218_CA_1,0.00038788398
FOODS_1_170_CA_2,0.00038713333
HOUSEHOLD_1_506_CA_3,0.00038571717
FOODS_1_012_CA_3,0.0003800998
FOODS_1_099_TX_2,0.00037780328
